times,rate_values,rate_models,targets_id,values_id,models_id
2011-09,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2007.08442', '2103.04224', '2106.15984', '2203.08450']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2007.08442', '2103.04224', '2106.15984', '2203.08450']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2007.08442', '2103.04224', '2106.15984', '2203.08450']"
2011-10,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2007.08442', '2103.04224', '2106.15984', '2203.08450']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2007.08442', '2103.04224', '2106.15984', '2203.08450']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2007.08442', '2103.04224', '2106.15984', '2203.08450']"
2011-11,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2007.08442', '2103.04224', '2106.15984', '2203.08450']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2007.08442', '2103.04224', '2106.15984', '2203.08450']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2007.08442', '2103.04224', '2106.15984', '2203.08450']"
2011-12,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2007.08442', '2103.04224', '2106.15984', '2203.08450']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2007.08442', '2103.04224', '2106.15984', '2203.08450']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2007.08442', '2103.04224', '2106.15984', '2203.08450']"
2012-01,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2007.08442', '2103.04224', '2106.15984', '2203.08450']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2007.08442', '2103.04224', '2106.15984', '2203.08450']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2007.08442', '2103.04224', '2106.15984', '2203.08450']"
2012-02,100.0,90.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2007.08442', '2103.04224', '2106.15984', '2203.08450']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2007.08442', '2103.04224', '2106.15984', '2203.08450']"
2012-03,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '2001.01083', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2007.08442', '2103.04224', '2106.15984']"
2012-04,90.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2007.08442', '2103.04224', '2106.15984', '2203.08450']"
2012-05,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '2001.01083', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2007.08442', '2103.04224', '2106.15984']"
2012-06,90.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2007.08442', '2103.04224', '2106.15984', '2203.08450']"
2012-07,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '2001.01083', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2007.08442', '2103.04224', '2106.15984']"
2012-08,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']"
2012-09,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']"
2012-10,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']"
2012-11,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']"
2012-12,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']"
2013-01,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']"
2013-02,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']"
2013-03,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']"
2013-04,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']"
2013-05,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']"
2013-06,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']"
2013-07,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']"
2013-08,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']"
2013-09,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']"
2013-10,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']"
2013-11,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']"
2013-12,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']"
2014-01,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']"
2014-02,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']"
2014-03,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']"
2014-04,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']"
2014-05,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']"
2014-06,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']"
2014-07,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']"
2014-08,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']"
2014-09,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']"
2014-10,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']"
2014-11,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']"
2014-12,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']"
2015-01,100.0,90.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']"
2015-02,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1904.10626', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224']"
2015-03,90.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']"
2015-04,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1904.10626', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224']"
2015-05,90.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224', '2106.15984']"
2015-06,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1904.10626', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '2001.01083', '2007.08442', '2103.04224']"
2015-07,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']"
2015-08,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']"
2015-09,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']"
2015-10,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']"
2015-11,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']"
2015-12,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']"
2016-01,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']"
2016-02,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']"
2016-03,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']"
2016-04,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']"
2016-05,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']"
2016-06,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']"
2016-07,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']"
2016-08,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']"
2016-09,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']"
